pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
4168,The man is erasing the drawing on the board,The girl is erasing the other man's work from the board,3.6,NEUTRAL
4173,There is no woman cutting a vegetable,A woman is cutting a vegetable,3.2,CONTRADICTION
4174,An eggplant is being sliced by a woman,A woman is slicing an eggplant,4.8,ENTAILMENT
4176,An eggplant is being sliced by a woman,A woman is cutting a vegetable,4.1,ENTAILMENT
4178,A woman is slicing an eggplant,A woman is slicing a vegetable,4.3,ENTAILMENT
4179,A woman is slicing an eggplant,There is no woman cutting a vegetable,3.4,CONTRADICTION
4181,A dog is eating a doll,A dog is biting a doll,4.3,ENTAILMENT
4183,A dog is playing with a toy,A dog is having fun with a toy,4.4,ENTAILMENT
4185,A dog is playing with a toy,A kid is playing with a toy dog,2.3,NEUTRAL
4193,A man is dancing,There is no man dancing,3.7,CONTRADICTION
4194,A man is praying fervently,A man is praying,4.4,ENTAILMENT
4195,There is no man praying,A man is praying,3.9,CONTRADICTION
4197,A man is dancing,There is no man praying,1.3,NEUTRAL
4199,A man is praying,There is no man dancing,1.6,NEUTRAL
4202,There is no man slicing some bread,A man is slicing some bread,3.9,CONTRADICTION
4205,A man is slicing some bread,A man is cutting a slice of bread,4.8,ENTAILMENT
4207,A man is slicing bread,A person is slicing a piece of bread,4.4,ENTAILMENT
4209,A man is slicing some bread,A person is slicing a piece of bread,4.6,ENTAILMENT
4212,Someone is scratching the belly of an animal,Someone is stroking the belly of an animal,4.3,ENTAILMENT
4213,Someone is scratching the belly of an animal,Someone is scratching the back of an animal,4,NEUTRAL
4214,Someone is stroking the belly of an animal,A woman is stroking a lemur,3.9,ENTAILMENT
4216,Someone is scratching the belly of an animal,A lemur is being stroked by a woman,3.8,NEUTRAL
4219,A lemur is eating quickly,A lemur is eating,4.8,ENTAILMENT
4220,A lemur is eating,There is no lemur eating,2.8,CONTRADICTION
4221,The animal with big eyes is voraciously eating,The animal with big eyes is eating,4.4,ENTAILMENT
4223,The animal with big eyes is voraciously eating,A lemur is eating,4,NEUTRAL
4228,Guitar is being played by two men,Two men are playing guitar,4.8,ENTAILMENT
4231,Two men are talking,Two women are talking,3.3,NEUTRAL
4232,Two people are talking,Two men are playing guitar,1.8,NEUTRAL
4235,Two girls are playing guitar,Two men are talking,1.535,NEUTRAL
4236,Two men are talking,Two men are playing guitar,2.3,NEUTRAL
4238,A man is playing a flute,There is no man playing a flute,4,CONTRADICTION
4239,A man is playing an electronic keyboard,An electronic keyboard is being played by a man,4.9,ENTAILMENT
4242,A man is playing a flute,There is no man playing an electronic keyboard,2.3,NEUTRAL
4244,There is no man playing a flute,A man is playing an electronic keyboard,2,NEUTRAL
4246,A song is being sung by a clown,A clown is singing,4.8,ENTAILMENT
4247,There is no clown singing,A clown is singing,3.3,CONTRADICTION
4248,A clown is singing and people are dancing,A costumed performer is singing and people are dancing,4.2,ENTAILMENT
4251,A costumed performer is singing and people are dancing,A clown is singing,3.7,NEUTRAL
4252,There is no clown singing and people are not dancing,A clown is singing,3.9,CONTRADICTION
4253,People are singing and a clown is dancing,A clown is singing,2.3,NEUTRAL
4254,A clown is singing and people are dancing,A song is being sung by a clown,4.5,ENTAILMENT
4257,The horse is being ridden by the girl,The girl is riding the horse,4.7,ENTAILMENT
4259,The girl is spraying the plants with water,The girl is watering the plants,4.6,ENTAILMENT
4260,The girl is spraying the plants with water,The boy is spraying the plants with water,3.4,NEUTRAL
4265,The girl is spraying the plants with water,The girl is riding the horse,1.3,NEUTRAL
4266,A man is rapidly chopping some mushrooms with a knife,A man is quickly chopping some mushrooms with a knife,4.9,ENTAILMENT
4267,There is no man rapidly chopping some mushrooms with a knife,A man is rapidly chopping some mushrooms with a knife,3.9,CONTRADICTION
4269,A person is not quickly chopping mushrooms with a knife,A person is quickly chopping mushrooms with a knife,3.5,CONTRADICTION
4272,A man is quickly chopping some mushrooms with a knife,A person is quickly chopping mushrooms with a knife,4.4,ENTAILMENT
4274,A person is quickly chopping mushrooms with a knife,A man is rapidly chopping some mushrooms with a knife,4.7,ENTAILMENT
4275,A man and a woman are shaking hands,Two persons are shaking hands,4.7,ENTAILMENT
4277,An old woman is shaking hands with a man,An woman that is old is shaking hands with a man,4.9,ENTAILMENT
4279,An woman that is old is shaking hands with a man,A man and a woman are shaking hands,4.1,ENTAILMENT
4280,A young woman is shaking hands with a man,A man and a woman are shaking hands,4.4,ENTAILMENT
4282,An old woman is shaking hands with a man,A man and a woman are not shaking hands,3.5,CONTRADICTION
4283,An old woman is shaking hands with a man,A man and a woman are shaking hands,4.4,ENTAILMENT
4284,A woman is chopping up an octopus,A woman is cutting an octopus,4.8,ENTAILMENT
4287,The man is cutting cooked octopus,The woman is cutting cooked octopus,3.8,NEUTRAL
4289,The man is cutting cooked octopus,A woman is chopping up an octopus,4.085,NEUTRAL
4290,The woman is cutting cooked octopus,A woman is cutting an octopus,4.2,ENTAILMENT
4291,There is no woman chopping up an octopus,The woman is cutting cooked octopus,3.5,CONTRADICTION
4295,An airplane is taking off,An aircraft is taking off,4.8,ENTAILMENT
4301,An airplane is taking off,A plane is taking off,4.9,ENTAILMENT
4304,A woman is riding a horse,A woman is riding an animal,4.5,ENTAILMENT
4305,A woman is not riding a horse,A woman is riding a horse,4.5,CONTRADICTION
4306,A man is shooting guns,A woman is riding an animal,1,NEUTRAL
4307,A man is shooting guns,A woman is not riding a horse,1,NEUTRAL
4308,A man is shooting a weapon,A woman is riding a horse,1.1,NEUTRAL
4312,A man is cutting a potato,There is no man cutting a potato,3.6,CONTRADICTION
4315,A woman is slicing a tomato,A man is cutting a potato,3,NEUTRAL
4316,A man is cutting a potato,A man is cutting a tomato,3.9,NEUTRAL
4318,There is no man cutting a potato,A woman is cutting a tomato,3,NEUTRAL
4320,A man is making a sketch,A man is drawing,4.1,ENTAILMENT
4322,A girl is drawing a man,A man is drawing,3.4,NEUTRAL
4323,The man is drawing,The man is painting,3.9,NEUTRAL
4325,The man is drawing,The woman is drawing a man,2.4,NEUTRAL
4328,The woman is drawing a man,A man is drawing,2.5,NEUTRAL
4329,A man is making a sketch,The man is drawing,4.9,ENTAILMENT
4338,A woman is picking a can,There is no woman slicing a tomato,1.4,NEUTRAL
4339,A woman is slicing a tomato,A woman is taking a can,2,NEUTRAL
4340,A man is picking a can,A woman is slicing a tomato,1.4,NEUTRAL
4341,A woman is picking a can,A woman is slicing a tomato,1.7,NEUTRAL
4344,Someone is peeling a banana,Someone is removing the peel of a banana,4.9,ENTAILMENT
4346,A man is eating a banana,Someone is removing the peel of a banana,4,NEUTRAL
4347,A man is eating a banana,There is no one peeling a banana,3.4,NEUTRAL
4348,Someone is peeling a banana,A man is eating a fruit,2.8,NEUTRAL
4349,There is no man eating a banana,Someone is peeling a banana,3.1,NEUTRAL
4350,A man is eating a banana,Someone is peeling a banana,3.7,NEUTRAL
4351,A dog is barking noisily,A dog is barking,4.8,ENTAILMENT
4354,A jet is not flying,A jet is flying,2.4,CONTRADICTION
4357,A dog is barking noisily,A jet is flying,1,NEUTRAL
4359,A jet is flying,A dog is barking,1,NEUTRAL
4361,A man is cutting a paper,There is no man cutting a paper,4.3,CONTRADICTION
4363,A person is tearing paper,A person is tearing sheets,3.7,NEUTRAL
4364,A person is not tearing paper,A person is tearing paper,3,CONTRADICTION
4365,A person is tearing sheets,A man is cutting a paper,3,NEUTRAL
4369,A man is cutting himself with a piece of paper,A person is tearing paper,2,NEUTRAL
4370,A person is tearing paper,A man is cutting a paper,3.9,NEUTRAL
4377,Someone is playing a piano,A guitar is being played by a man,2.5,NEUTRAL
4378,A man is not playing a guitar,Someone is playing a piano,2.3,NEUTRAL
4379,A man is playing a guitar,Someone is playing a piano,2.915,NEUTRAL
4381,A man is untying a shoe,A man is tying a shoe,4.1,NEUTRAL
4382,A man is tying a shoe,A man is tying the shoe,4.8,ENTAILMENT
4386,A shoe is being tied by a man,A man is tying a shoe,5,ENTAILMENT
4387,A man is untying a shoe,A man is tying a shoe,3,NEUTRAL
4390,A guy is not riding a horse,A guy is riding a horse,4.1,CONTRADICTION
4392,A man is riding a horse on the beach,A man is riding a horse in the desert,3.5,NEUTRAL
4393,A man is riding a horse in a sandy land,A guy is riding a horse,4.1,ENTAILMENT
4394,A man is riding a horse on the beach,A guy is riding a horse,4.7,ENTAILMENT
4395,A man is riding a horse in the desert,A horse is being ridden by a guy,4.1,ENTAILMENT
4396,A guy is not riding a horse,A man is riding a horse in the desert,3.6,NEUTRAL
4398,A paper plate is being cut by a man,A man is cutting a paper plate,5,ENTAILMENT
4401,The man is not cutting a paper plate,The man is cutting a paper plate,3.3,CONTRADICTION
4407,Two men are competing in a tire rolling race,Two men are racing in a tire rolling competition,4.7,ENTAILMENT
4408,Two men are competing in a tire rolling race,Two women are competing in a tire rolling race,3.3,NEUTRAL
4410,There are no people flipping the tires of a tractor,Two people in a race are flipping the tires of a tractor,3.9,CONTRADICTION
4412,There are no people flipping the tires of a tractor,Two men are competing in a tire rolling race,2.4,NEUTRAL
4414,Two people in a race are flipping the tires of a tractor,Two women are competing in a tire rolling race,3.8,NEUTRAL
4417,There is no man patting an alligator on the mouth,A man is patting an alligator on the mouth,3.6,CONTRADICTION
4418,A person is dropping chopped vegetables into a pot on the stove,Chopped vegetables are being dropped into a pot on the stove by a person,4.9,ENTAILMENT
4426,The men are not talking,The men are talking,3.9,CONTRADICTION
4431,Some women are talking,The men are having a conversation,1.9,NEUTRAL
4432,The men are not talking,Some women are talking,3.4,NEUTRAL
4439,There is no woman putting on lipstick,A man is playing the guitar,1,NEUTRAL
4440,A man is playing an instrument,A woman is putting on lipstick,1.1,NEUTRAL
4442,A man is playing the guitar,A woman is putting on lipstick,1,NEUTRAL
4443,A man is singing to a girl,A man is singing to a woman,4.2,NEUTRAL
4445,A man is phoning,A man is talking on the phone,4.3,ENTAILMENT
4446,A man is talking on the phone,A man is not talking on the phone,3.4,CONTRADICTION
4447,A man is phoning,A man is singing to a woman,1.7,NEUTRAL
4454,The rhino is grazing on the grass,The rhino is being fed on the grass,4.35,ENTAILMENT
4457,A rhino is grazing in a field,The rhino is not grazing on the grass,4.3,NEUTRAL
4458,The rhino is grazing on the grass,A animal is grazing in a field,4.1,ENTAILMENT
4464,A man and a woman are running together and holding hands,A man and a woman are standing together and holding hands,3.6,NEUTRAL
4468,A man and a woman are running together and holding hands,There is no couple running towards the ocean,2.6,NEUTRAL
4469,A man and a woman are running together and holding hands,A couple is running towards the ocean,3.6,ENTAILMENT
4471,A man is punching a soccer ball,A man is kicking a soccer ball,4,NEUTRAL
4472,The content of a bowl is being mixed by a man,A man is mixing the content of a bowl,5,ENTAILMENT
4473,A man is mixing the content of a bowl,A woman is mixing the content of a bowl,3.8,NEUTRAL
4481,The woman is pouring oil into the pan,Oil is being poured into the pan by the woman,5,ENTAILMENT
4486,The boy is not playing the piano,The woman is pouring oil into the pan,1,NEUTRAL
4487,The woman is pouring oil into the pan,The boy is playing the piano,1,NEUTRAL
4490,A girl is brushing her hair,A girl is styling her hair,4.1,ENTAILMENT
4497,The doctors are healing a man,The doctors are reviving a man,4.5,ENTAILMENT
4498,The doctors are reviving a man,The doctors are not reviving a man,3.3,CONTRADICTION
4501,The doctor is helping the patient,The patient is helping the doctor,3.2,NEUTRAL
4503,The doctor is not helping the patient,The doctors are reviving a man,3.1,NEUTRAL
4507,The doctors are reviving a man,The doctor is helping the patient,4,ENTAILMENT
4509,There is no man massaging a woman,A man is massaging a woman,3.3,CONTRADICTION
4511,There is no man screwing a piece of wood to a wall,A man is screwing a piece of wood to a wall,3.5,CONTRADICTION
4513,A man is massaging a woman,There is no man screwing a piece of wood to a wall,1.1,NEUTRAL
4514,A woman is being massaged by a man,A man is screwing a piece of wood to a wall,1.1,NEUTRAL
4515,A man is screwing a piece of wood to a wall,There is no man massaging a woman,1.3,NEUTRAL
4516,A man is massaging a woman,A man is screwing a piece of wood to a wall,1.3,NEUTRAL
4517,A man is playing a flute,A flute is being played by a man,4.8,ENTAILMENT
4522,A man is playing a flute,There is no man playing a guitar,3.5,NEUTRAL
4523,A man is playing a guitar,A flute is being played by a man,2.8,NEUTRAL
4524,A man is playing a guitar,There is no man playing a flute,2.4,NEUTRAL
4525,A man is playing a flute,A man is playing a guitar,2.9,NEUTRAL
4526,A man is driving a car,A man is driving a vehicle,4.4,ENTAILMENT
4529,A man is riding a horse,There is no man riding a horse,4.4,CONTRADICTION
4534,A man is driving a car,A man is riding a horse,2.9,NEUTRAL
4540,A cat is crawling under a piece of furniture,There is no cat sliding upside down under a couch,3.1,NEUTRAL
4541,A cat is sliding upside down under a couch,An animal is crawling under a piece of furniture,4,ENTAILMENT
4544,A horse is being ridden by a man,A man is riding a horse,5,ENTAILMENT
4549,A man is riding a horse,There is no woman riding a horse,4.3,NEUTRAL
4551,There is no man riding a horse,A woman is riding a horse,3.1,NEUTRAL
4553,A man is emptying a container made of plastic,A man is emptying a plastic container,4.9,ENTAILMENT
4556,A man is shaking a container over a sink in the kitchen,There is no man shaking a container over a sink in the kitchen,3.4,CONTRADICTION
4558,There is no man shaking a container over a sink in the kitchen,A man is emptying a plastic container,3.5,NEUTRAL
4559,A man is shaking a container over a sink in the kitchen,A man is emptying a container made of plastic,3.5,NEUTRAL
4562,Some men are fighting,A group of men is fighting,4.5,ENTAILMENT
4564,Two men are battling,Two men are fighting,4.8,ENTAILMENT
4565,Two men are not fighting,Two men are fighting,4,CONTRADICTION
4567,Two men are not fighting,Some men are fighting,4,NEUTRAL
4569,There are no men fighting,Two men are fighting,3.4,CONTRADICTION
4570,Two men are fighting,Some men are fighting,4.4,ENTAILMENT
4573,Two women are happily dancing,Two women are dancing,4.6,ENTAILMENT
4574,Two women are dancing,Two women are not dancing,3.3,CONTRADICTION
4579,Two women are dancing,A couple of policewomen are singing karaoke,1.9,NEUTRAL
4580,A horse is being ridden by a woman,A woman is riding a horse,5,ENTAILMENT
4581,A woman is riding a horse,A woman is not riding a horse,3.2,CONTRADICTION
4585,A woman is riding a horse,There is no woman riding a horse,3.4,CONTRADICTION
4590,There is no hamster singing,A hamster is singing,3.3,CONTRADICTION
4595,A small animal is singing,A person is slicing some onions,1,NEUTRAL
4596,There is no hamster singing,A person is slicing some onions,1,NEUTRAL
4597,A person is slicing some onions,A hamster is singing,1,NEUTRAL
4601,There is no man singing and playing a guitar,A man is singing and playing a guitar,3.5,CONTRADICTION
4605,There is no man playing a guitar,A man is singing and playing a guitar,2.3,CONTRADICTION
4606,A man is singing and playing a guitar,A man is playing a guitar,4.4,ENTAILMENT
4611,A man is driving a car,A man is driving a vehicle,4.7,ENTAILMENT
4612,There is no man driving a car,A man is driving a car,3.8,CONTRADICTION
4616,A boy is cutting grass with scissors,A kid is cutting grass with scissors,4.5,ENTAILMENT
4617,There is no boy cutting grass with scissors,A boy is cutting grass with scissors,3.5,CONTRADICTION
4619,The boy is cutting the grass by the curb with scissors,The boy is not cutting the grass by the curb with scissors,3.8,CONTRADICTION
4626,A man is playing a violin,There is no man playing a violin,3.8,CONTRADICTION
4630,A man is playing a violin,The baby is not laughing and crawling,1,NEUTRAL
4632,There is no man playing a violin,The baby is laughing and crawling,1.1,NEUTRAL
4633,A man is playing a violin,The baby is laughing and crawling,1.1,NEUTRAL
4634,A man is playing a harp,A harp is being played by a man,4.9,ENTAILMENT
4635,There is no man playing a harp,A man is playing a harp,3.7,CONTRADICTION
4636,A keyboard is being played by a man,A man is playing a keyboard,5,ENTAILMENT
4637,There is no man playing a keyboard,A man is playing a keyboard,4.4,CONTRADICTION
4643,A man is cutting a cord with a sword,A man is cutting a rope with a sword,4.5,ENTAILMENT
4644,There is no man cutting a rope with a sword,A man is cutting a rope with a sword,2.5,CONTRADICTION
4646,A man is tying a thick rope,A man is cutting a thick rope with a sword,2.92,NEUTRAL
4648,A man is cutting a rope with a sword,A man is tying a thick rope,3.3,NEUTRAL
4651,A man is cutting a thick rope with a sword,A man is cutting a rope with a sword,4.6,ENTAILMENT
4652,A man is removing the peel of an onion,A man is peeling an onion,4.8,ENTAILMENT
4653,There is no man peeling an onion,A man is peeling an onion,3.4,CONTRADICTION
4656,A man is walking along a track through a wilderness,A man is peeling an onion,1.1,NEUTRAL
4659,A man is walking along a path through a wilderness,There is no man peeling an onion,1.1,NEUTRAL
4660,A man is peeling an onion,A man is walking along a path through a wilderness,1,NEUTRAL
4662,There is no woman cutting a potato,A woman is cutting a potato,3.6,CONTRADICTION
4663,An onion is being sliced by a woman,A woman is slicing an onion,4.9,ENTAILMENT
4664,There is no woman slicing an onion,A woman is slicing an onion,4.3,CONTRADICTION
4665,A woman is cutting a potato,An onion is being sliced by a woman,3.2,NEUTRAL
4666,A woman is cutting a potato,There is no woman slicing an onion,2.7,NEUTRAL
4668,A woman is slicing an onion,There is no woman cutting a potato,2.4,NEUTRAL
4669,A woman is slicing an onion,A woman is cutting a potato,2.7,NEUTRAL
4671,A man is drilling a hole in a piece of wood,A man is closing a hole in a piece of wood,3.7,CONTRADICTION
4673,Someone is drilling a hole in a strip of wood with a power drill,Someone is making a hole in a strip of wood with a drill,4.5,ENTAILMENT
4674,Nobody is drilling a hole in a strip of wood with a power drill,Someone is drilling a hole in a strip of wood with a power drill,3.8,CONTRADICTION
4679,A man is drilling a hole with a piece of wood,Someone is drilling a hole in a strip of wood with a power drill,3.7,NEUTRAL
4680,Someone is drilling a hole in a strip of wood with a power drill,A man is drilling a hole in a piece of wood,4.4,ENTAILMENT
4681,A woman is slicing an onion,A woman is cutting an onion,4.8,ENTAILMENT
4683,A woman is slicing garlic,A woman is cutting garlic,4.9,ENTAILMENT
4685,A woman is cutting garlic,A woman is slicing an onion,2.9,NEUTRAL
4686,A woman is not slicing garlic,A woman is slicing an onion,3.5,NEUTRAL
4687,A woman is slicing garlic,A woman is cutting an onion,3,NEUTRAL
4688,A woman is slicing garlic,A woman is not slicing an onion,3.4,NEUTRAL
4689,A woman is slicing an onion,A woman is slicing garlic,3.2,NEUTRAL
4696,A man is showing off a small monkey,"A man is holding an animal, which is small, in one hand",4.2,ENTAILMENT
4697,A man is showing off a small monkey,A man is holding a big animal in one hand,2.9,NEUTRAL
4699,A group of boys is playing soccer on the seashore,A group of boys is playing soccer on the beach,4.7,ENTAILMENT
4700,A group of boys is not playing soccer on the beach,A group of boys is playing soccer on the beach,3.5,CONTRADICTION
4701,A group of men is playing soccer on the beach,A group of men is playing with a ball on the beach,4.2,ENTAILMENT
4702,A group of women is playing with a ball on the beach,A group of men is playing soccer on the beach,3.1,NEUTRAL
4710,Some pieces of butter are being added to the stand mixer,Pieces of butter are being added to the stand mixer,4.7,ENTAILMENT
4711,There is no butter being added to the stand mixer,Pieces of butter are being added to the stand mixer,4,CONTRADICTION
4712,Some pieces of butter are being added to the stand mixer,A man is cutting pieces of butter into a mixing bowl,3.6,NEUTRAL
4713,A man is cutting pieces of butter into a mixing bowl,There is no butter being added to the stand mixer,4,NEUTRAL
4716,A man is cutting pieces of butter into a mixing bowl,Pieces of butter are being added to the stand mixer,4,ENTAILMENT
4717,A monkey is kicking a person,A person is being kicked by a monkey,4.9,ENTAILMENT
4718,There is no monkey kicking a person,A monkey is kicking a person,4.3,CONTRADICTION
4720,A monkey is practicing martial arts,A chimp is practicing martial arts,4.5,ENTAILMENT
4724,A person is being kicked by a monkey,A monkey is practicing martial arts,3.3,NEUTRAL
4725,A monkey is practicing martial arts,There is no monkey kicking a person,2.9,NEUTRAL
4728,A man is fixing a silencer to a gun,A man is applying a silencer to a gun,4.485,ENTAILMENT
4729,There is no man fixing a silencer to a gun,A man is fixing a silencer to a gun,4,CONTRADICTION
4731,A man is fitting a silencer to a pistol,There is no man fitting a silencer to a pistol,3.4,CONTRADICTION
4735,A man is fitting a silencer to a pistol,There is no man fixing a silencer to a gun,3.3,CONTRADICTION
4740,A person is performing tricks on a motorcycle,A person is not performing tricks on a motorcycle,4.1,CONTRADICTION
4742,A man on a motorcycle is riding on one wheel,A person is performing acrobatics on a motorcycle,4.1,ENTAILMENT
4743,A person is not performing tricks on a motorcycle,A man on a motorcycle is riding on one wheel,3.7,NEUTRAL
4745,A man on a motorcycle is doing a trick,A person is performing tricks on a motorcycle,4.5,ENTAILMENT
4746,A person is performing tricks on a motorcycle,A man on a motorcycle is not riding on one wheel,3.6,NEUTRAL
4752,A little girl is playing the violin on a beach,The girl is sitting on the sofa and crocheting,1.9,NEUTRAL
4753,A little girl is playing the violin on a beach,The girl is standing on the couch and crocheting,1.5,NEUTRAL
4756,A little girl is playing the violin on a beach,The girl is sitting on the couch and is crocheting,1.2,NEUTRAL
4759,A man is singing into an old microphone,A man is singing into a microphone,4.5,ENTAILMENT
4760,A woman is singing into a microphone,A man is singing into a microphone,3.8,NEUTRAL
4761,A man is dancing in the rain,A man is singing into an old microphone,1.9,NEUTRAL
4762,A man is dancing in the rain,A woman is singing into a microphone,1.1,NEUTRAL
4763,A person is dancing in the rain,A man is singing into a microphone,1,NEUTRAL
4764,A man is singing into a microphone,A man is sitting in the rain,1.5,NEUTRAL
4766,A man is cooking a snake,A man is roasting a snake,4.7,ENTAILMENT
4769,The man is removing sliced cucumbers from water,The man is dropping sliced cucumbers into water,3.6,NEUTRAL
4771,The man is removing sliced cucumbers from water,A man is cooking a snake,1.1,NEUTRAL
4774,A man is cooking a snake,The man is dropping sliced cucumbers into water,1.5,NEUTRAL
4777,A little boy is playing a guitar,A young boy is playing a guitar,4.6,ENTAILMENT
4780,A boy is playing guitar,A little girl is playing a guitar,3.7,NEUTRAL
4782,A little boy is playing a guitar,There is no boy playing guitar,3.5,CONTRADICTION
4788,An elephant is being ridden by a woman,A woman is opening a soda and drinking it,1,NEUTRAL
4790,A woman is riding on an elephant,A soda is being opened and drunk by a woman,1,NEUTRAL
4793,A boy is playing a guitar,A boy is playing an instrument,4.6,ENTAILMENT
4794,A boy is playing a guitar,A boy is not playing a guitar,3.6,CONTRADICTION
4795,A guitar is being played by a kid,A kid is playing guitar,5,ENTAILMENT
4796,There is no kid playing guitar,A kid is playing guitar,3.1,CONTRADICTION
4797,A boy is playing a guitar,A guitar is being played by a kid,4.5,ENTAILMENT
4798,There is no kid playing guitar,A boy is playing a guitar,4,CONTRADICTION
4799,A boy is playing an instrument,A kid is playing guitar,4,NEUTRAL
4800,A boy is not playing a guitar,A kid is playing guitar,3.6,NEUTRAL
4802,A monkey is teasing a dog at the zoo,A dog is being teased by a monkey at the zoo,4.9,ENTAILMENT
4805,A dog's tail is being pulled by a monkey,A monkey is pulling a dog's tail,4.9,ENTAILMENT
4806,There is no monkey pulling a dog's tail,A monkey is pulling a dog's tail,3.4,CONTRADICTION
4807,A monkey is pulling a dog's tail,A dog is pulling a monkey's tail,3.9,NEUTRAL
4808,A monkey is teasing a dog at the zoo,A dog's tail is being pulled by a monkey,4.3,NEUTRAL
4810,A dog is pulling a monkey's tail,A monkey is teasing a dog at the zoo,3.5,NEUTRAL
4811,A dog is being teased by a monkey at the zoo,A monkey is pulling a dog's tail,4.3,NEUTRAL
4812,There is no monkey teasing a dog at the zoo,A monkey is pulling a dog's tail,3.4,CONTRADICTION
4813,A dog is teasing a monkey at the zoo,A monkey is pulling a dog's tail,3.4,NEUTRAL
4815,A person is slicing some ginger,A person is cutting some ginger,4.9,ENTAILMENT
4817,A person is slicing an onion,An onion is being sliced by a person,5,ENTAILMENT
4819,A person is cutting some ginger,An onion is being sliced by a person,2.8,NEUTRAL
4820,A person is cutting some ginger,There is no person slicing an onion,2.9,NEUTRAL
4821,A person is slicing an onion,A person is slicing some ginger,2.8,NEUTRAL
4822,There is no person cutting some ginger,A person is slicing an onion,2.1,NEUTRAL
4825,A man is not cutting a potato,A man is cutting a potato,3.6,CONTRADICTION
4826,A man is slicing a potato into pieces,A man is cutting a potato into pieces,4.6,ENTAILMENT
4832,A man is slicing a potato into pieces,A man is cutting a potato,4.7,ENTAILMENT
4836,A girl is styling her hair,A girl is messing up her hair,3.2,NEUTRAL
4839,A girl is doing a manicure,A girl is styling her hair,2,NEUTRAL
4842,A man is opening a box with a knife,A man is using a knife to open a box,4.835,ENTAILMENT
4844,A man is playing a guitar,A guitar is being played by a man,5,ENTAILMENT
4845,There is no man playing a guitar,A man is playing a guitar,3.9,CONTRADICTION
4847,A man is opening a box with a knife,There is no man playing a guitar,1,NEUTRAL
4848,A man is using a knife to open a box,A man is playing a guitar,1.3,NEUTRAL
4849,There is no man opening a box with a knife,A man is playing a guitar,1.2,NEUTRAL
4853,A man is playing an electronic keyboard,An electronic keyboard is being played by a man,4.9,ENTAILMENT
4855,A band is playing some instruments,An electronic keyboard is being played by a man,3.1,NEUTRAL
4857,Some instruments are being played by a band,A man is playing an electronic keyboard,3,NEUTRAL
4858,A band is not playing some instruments,A man is playing an electronic keyboard,3.4,NEUTRAL
4859,A band is playing some instruments,A man is playing an electronic keyboard,3.7,NEUTRAL
4860,A man is dancing,A person is dancing,4.4,ENTAILMENT
4863,A woman is exercising,There is no woman exercising,3.5,CONTRADICTION
4867,A woman is exercising,A man is not dancing,1.2,NEUTRAL
4869,A woman is cutting potatoes,A woman is slicing potatoes,4.9,ENTAILMENT
4872,A woman is not slicing carrots,A woman is slicing carrots,4.4,CONTRADICTION
4874,A woman is not slicing carrots,A woman is cutting potatoes,3.2,NEUTRAL
4877,A woman is cutting potatoes,A woman is slicing carrots,3.6,NEUTRAL
4879,There is no man mixing vegetables in a pot,A man is mixing vegetables in a pot,3.8,CONTRADICTION
4880,A person is stirring vegetables in a pot,A person is stirring vegetables in a bowl,4.3,ENTAILMENT
4881,A person is not stirring vegetables in a pot,A person is stirring vegetables in a pot,3.8,CONTRADICTION
4882,A person is stirring vegetables in a bowl,A man is mixing vegetables in a pot,4,NEUTRAL
4883,A person is not stirring vegetables in a pot,A man is mixing vegetables in a pot,3.7,NEUTRAL
4885,A person is stirring vegetables in a pot,There is no man mixing vegetables in a pot,3.2,NEUTRAL
4886,A man is mixing vegetables in a pot,A person is stirring vegetables in a pot,4.7,ENTAILMENT
4888,A man is doing pull-ups,There is no man doing pull-ups,4.2,CONTRADICTION
4898,A man is sharpening a knife,A man is sharpening a weapon,4.4,ENTAILMENT
4900,A man is sharpening a weapon,A man is carrying a woman,1.5,NEUTRAL
4901,There is no man sharpening a knife,A man is carrying a woman,1.2,NEUTRAL
4903,A man is sharpening a knife,There is no man carrying a woman,1.3,NEUTRAL
4905,A baby is toddling happily,A baby is crawling happily,3.9,NEUTRAL
4911,A cat is walking on a hardwood floor,A baby is toddling happily,1.2,NEUTRAL
4912,A baby is not crawling happily,A cat is walking on a hardwood floor,1.1,NEUTRAL
4913,A baby is crawling happily,A cat is walking on a hardwood floor,1.1,NEUTRAL
4918,A man is singing and playing a musical instrument,A man is playing a guitar,4.2,NEUTRAL
4919,A man is playing a guitar,There is no man singing and playing a guitar,4,NEUTRAL
4921,There is no man playing a guitar,A man is singing and playing a guitar,4.1,CONTRADICTION
4922,A man is singing and playing a guitar,A man is playing a guitar,4.2,ENTAILMENT
4926,Someone is putting ingredients into a wok,Someone is not putting ingredients into a wok,3.4,CONTRADICTION
4928,A person is cutting garlic into pieces with a knife,Someone is not putting ingredients into a wok,1.9,NEUTRAL
4929,A person is slicing garlic into pieces with a knife,Someone is putting ingredients into a wok,2.8,NEUTRAL
4932,An officer is talking to the recruits,An officer is talking to the soldiers,4.2,NEUTRAL
4933,An officer is talking to the recruits,An officer is listening to the recruits,3.2,NEUTRAL
4937,The military officer is barking at the recruits,The recruits are barking at the military officer,3.3,NEUTRAL
4938,The military officer is shouting at the recruits,An officer is talking to the recruits,4.2,NEUTRAL
4940,An officer is talking to the recruits,The recruits are barking at the military officer,2.885,NEUTRAL
4941,The military officer is barking at the recruits,An officer is talking to the soldiers,4.1,ENTAILMENT
